2025-06-20 02:27:43,342 - result - CRITICAL - LLM: gpt-4o-mini
2025-06-20 02:27:43,342 - result - CRITICAL - Mode: Solo
2025-06-20 02:27:43,342 - result - CRITICAL - Datapoints: 500

2025-06-20 02:27:43,343 - result - CRITICAL - ESSAY SET 1:

2025-06-20 02:31:14,495 - result - CRITICAL - 
                                                 essay  score  y_pred  diff
721   "Dear news people,     I am qriting to you bec...      5       3    -2
170   "Dear editor,     I feel that we should not ta...      5       4    -1
1047  "Books, music and movies are all important, sp...      7       6    -1
1000  "READ WITH @CAPS1     I do not believe that li...      9       7    -2
845   "Should materials in libraries be censored? No...      6       5    -1
276   "There should be a certain age bookshelf that ...      6       5    -1
678   "Controversy in the @CAPS1          @CAPS2 som...      7       4    -3
776   "There are many books that are not appropriate...      6       5    -1
709   "Do I believe certain material, such as books,...      6       7     1
112   "Dear newspaper,     In my opinion I don't thi...      7       6    -1
80    "People see libraries as a good place for know...      6       4    -2
71    "It seems as if inappropriate materials are fo...      8       8     0
61    "Everyone is different and unique in the world...      8       6    -2
718   "Books, movies, magazines, music, etc., make u...      7       6    -1
623   "I think that some books should be banned from...      6       5    -1
489   "Should They or Should They @CAPS1?     What d...      8       5    -3
529   "Libraries are a great resource for informatio...      8       7    -1
341   "Have it ever occured to you that some of the ...      6       5    -1
1043  "I believe that some materials we have in our ...      6       4    -2
241   "As a teenager I am trying to grow and find my...      6       6     0
1057  "'All of us can think of a book that we hope n...      7       7     0
31    "There are many people that think certain book...      8       6    -2
45    "Book Censorship?          Should books be cen...      7       5    -2
233   "Books being taken off the shelves?  No way!  ...      6       6     0
850   "Why should they take them off the shelves? If...      4       4     0
228   "Libraries contain many helpful and entertaini...      8       8     0
811   "In many libraries there are books, movies, ma...      8       6    -2
817   "I belive that thier should @CAPS3 be sesorshi...      5       3    -2
1056  "Some children take books off the shelf that s...      2       2     0
966   "Corrupt Censorship     @CAPS1 @MONTH1 occur w...      8       5    -3
885   "Don't you hate when you come across a book th...      6       6     0
543   "Censorship          @CAPS1 was the last time ...      8       4    -4
825   "Do you think books, music, movies or anything...      6       5    -1
484   "I do not believe that censorship should be an...      9       7    -2
741   "Why @CAPS1 @CAPS2?     Is there movies, music...      7       5    -2
586   "Today in our day and age we have books, music...      8       6    -2
669   "Many different people have views on what they...      8       8     0
980   "I think that any book or movie should have so...      6       4    -2
944   "Today in our society many things can be taken...      7       7     0
107   "As many would agree, censorship is a growing ...      8       7    -1
225   "Some people do not like the fact that there a...      8       7    -1
614   "Movies is to popcorn as music is to headphone...      8       7    -1
881   "As I walked through @ORGANIZATION1 and @CAPS1...      8       6    -2
710   "All materials in a library are for the public...      8       6    -2
445   "First off, I do like censorship laws to an ex...      7       7     0
285   "I don't think that certain materials in books...      6       6     0
467   "A library is a place to go and find books, mu...      6       5    -1
566   "I'm ok with censorship on reading materials. ...      5       4    -1
988   "Taking 'offensive' books from the shelves of ...      8       7    -1
256   "One @MONTH1 subject the censorship of library...      9       6    -3
59    "How many of you have ever heard any offensive...      8       6    -2
113   "Is it understandable to have some books restr...      6       4    -2
299   "Imagine your favorite book, song, and movie. ...      8       7    -1
955   "All terms of offense are based on an opinion....      6       5    -1
115   "NO, I think books and ect. should be tooking ...      4       3    -1
684   "What happened to everyone having the right to...      8       7    -1
268   "I think censorship of certain materials, book...      4       5     1
801   "I think that most books, magazines or any kin...      7       5    -2
